Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales
9213,Dynasty Warriors 7: Empires,PS3,2012,Ubisoft Annecy,0,0
9214,Cabela's African Safari,X360,2006,Activision Value,0.13,0
9215,Ben 10 Galactic Racing,DS,2011,D3Publisher,0.1,0.03
9216,College Hoops 2K8,PS3,2007,Take-Two Interactive,0.13,0
9217,Super Puzzle Fighter II Turbo,PS,1996,Virgin Interactive,0.08,0.05
9218,Ninjatown,DS,2008,SouthPeak Games,0.12,0
9219,Star Wars: Jedi Power Battles,GBA,2002,THQ,0.1,0.04
9220,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Namco Bandai Games,0.04,0.01
9221,Hard Rock Casino,PSP,2007,Oxygen Interactive,0.12,0
9222,Space Venus starring Morning Musume,PS2,2001,Sony Music Entertainment,0,0
9223,To Heart,PS,1999,Aqua Plus,0,0
9224,Wild ARMs XF,PSP,2007,505 Games,0.07,0
9225,Doukyuusei,TG16,1995,NEC,0,0
9226,RockMan & Forte,SNES,1998,Capcom,0,0
9227,Persona 4: Arena Ultimax,PS3,2014,Atlus,0,0.01
9228,NBA 2K13,WiiU,2012,Take-Two Interactive,0.08,0.04
9229,Science Papa,Wii,2009,Activision,0.12,0.01
9230,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Konami Digital Entertainment,0,0.04
9231,MySims Collection,Wii,2010,Electronic Arts,0.13,0
9232,Cities: Skylines,PC,2015,Paradox Interactive,0,0.13
9233,Football Manager 2012,PSP,2011,Sega,0,0.1
9234,Ape Escape Academy (jp sales),PSP,2004,Sony Computer Entertainment,0,0
9235,FIFA 06 Soccer,GC,2005,Electronic Arts,0.11,0.03
9236,Rayman Arena,GC,2002,Ubisoft,0.11,0.03
9237,PaRappa The Rapper,PSP,2006,Sony Computer Entertainment,0.1,0
9238,4x4 EVO 2,GC,2002,Vivendi Games,0.11,0.03
9239,X-Blades,PS3,2009,SouthPeak Games,0.07,0.03
9240,Pro Yakyuu Netsu Star 2006,PS2,2006,Namco Bandai Games,0,0
9241,The History Channel: Civil War - A Nation Divided,X360,2006,Activision,0.13,0
9242,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Nippon Ichi Software,0.07,0
9243,Cyber Sled,PS,1995,Sony Computer Entertainment,0,0
9244,Puyo Puyo!! 20th Anniversary,DS,2011,Sega,0,0
9245,Famista Returns,3DS,2015,Namco Bandai Games,0,0
9246,Bust-A-Move Deluxe,PSP,2006,505 Games,0.13,0
9247,I Spy: Universe,DS,2010,Scholastic Inc.,0.13,0
9248,Shining Soul,GBA,2002,Atari,0.03,0.01
9249,Littlest Pet Shop: Spring,DS,2009,Electronic Arts,0.12,0
9250,The Amazing Race,Wii,2010,Ubisoft,0.13,0
9251,Alvin and the Chipmunks,DS,2007,Brash Entertainment,0.12,0
9252,Far Cry: Primal,PC,2016,Ubisoft,0.04,0.09
9253,Bejeweled 3,X360,N/A,Unknown,0.13,0
9254,Need for Speed Underground 2,DS,2005,Electronic Arts,0.11,0.02
9255,Dead Rising 2,PC,2010,Capcom,0.1,0.02
9256,Let's Cheer,X360,2011,Take-Two Interactive,0.12,0
9257,Happy Feet,Wii,2006,Midway Games,0.12,0
9258,In the Hunt,PS,1995,THQ,0.03,0.02
9259,Daytona USA Championship Circuit Edition,SAT,1995,Sega,0,0
9260,Major League Baseball 2K8,Wii,2008,Take-Two Interactive,0.13,0
9261,Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Capcom,0.09,0.03
9262,SNK vs. Capcom: The Match of the Millennium,PS2,2006,Sega,0,0.02
9263,BlazBlue: Chrono Phantasma Extend,PS4,2015,PQube,0.07,0.03
9264,Alone in the Dark: Inferno,PS3,2008,Atari,0.09,0.03
9265,Rogue Warrior,PS3,2009,Bethesda Softworks,0.11,0.02
9266,Singstar: Ultimate Party,PS3,2014,Sony Computer Entertainment Europe,0,0.12
9267,The X-Factor,PS3,2010,Deep Silver,0,0.1
9268,Fear Factor: Unleashed,GBA,2004,Hip Interactive,0.1,0.04
9269,Avatar: The Last Airbender - The Burning Earth,X360,2007,THQ,0.11,0.01
9270,Vampire Moon: The Mystery of the Hidden Sun,DS,2010,City Interactive,0.12,0.01
9271,Paws & Claws: Pet Vet 2,DS,2007,THQ,0.13,0
9272,G.I. Joe: The Rise of Cobra,DS,2009,Electronic Arts,0.11,0.01
9273,Football Manager 2014,PSV,2013,Sega,0,0.1
9274,BIT.TRIP SAGA,3DS,2011,Rising Star Games,0.09,0.04
9275,Touch My Katamari,PSV,2011,Namco Bandai Games,0.08,0.04
9276,MotoGP '06,X360,2006,THQ,0.11,0.01
9277,Houshinengi,PS,1998,Tecmo Koei,0,0
9278,7th Dragon,DS,2009,Sega,0,0
9279,Pet Pals: Animal Doctor,Wii,2008,JoWood Productions,0.13,0
9280,LEGO Island Xtreme Stunts,GBA,2002,LEGO Media,0.1,0.04
9281,Cruise Ship Vacation Games,Wii,2009,Avanquest,0.13,0
9282,Yu-Gi-Oh! GX: Tag Force,PSP,2006,Konami Digital Entertainment,0.09,0.03
9283,Gourmet Chef: Cook Your Way to Fame,DS,2008,Ubisoft,0.13,0
9284,Learn Math,DS,2009,DreamCatcher Interactive,0.13,0
9285,Nitrobike,Wii,2008,Ubisoft,0.11,0.01
9286,Magnetica,DS,2006,Nintendo,0.08,0.01
9287,World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,Konami Digital Entertainment,0,0
9288,UEFA Euro 2004: Portugal,PS2,2004,Electronic Arts,0.07,0.05
9289,Hot Wheels: World Race,GBA,2003,THQ,0.1,0.04
9290,MLB 14: The Show,PSV,2014,Sony Computer Entertainment America,0.11,0
9291,Dragon Age Origins: Awakening,PC,2010,Electronic Arts,0.01,0.1
9292,Scene It? Bright Lights! Big Screen!,X360,2009,Warner Bros. Interactive Entertainment,0.12,0
9293,NBA Jam,XB,2003,Acclaim Entertainment,0.1,0.03
9294,Shining Resonance,PS3,2014,Sega,0,0
9295,World Tour Soccer 2002,PS2,2001,Sony Computer Entertainment,0.07,0.05
9296,Interactive Sampler Disc 6,PS,1997,Sony Computer Entertainment,0.08,0.05
9297,Let's Play Ballerina,DS,2010,Deep Silver,0.13,0
9298,Wild Earth: African Safari,Wii,2008,Majesco Entertainment,0.11,0.02
9299,Apex,XB,2003,Atari,0.1,0.03
9300,Kamen Rider Battle: Ganbaride,DS,2010,Namco Bandai Games,0,0
9301,Tomb Raider: The Prophecy,GBA,2002,Ubisoft,0.1,0.04
9302,Vampire Night,PS2,2001,Sony Computer Entertainment,0.07,0.05
9303,Kororinpa: Marble Mania,Wii,2006,Nintendo,0.08,0.02
9304,Open Season,DS,2006,Ubisoft,0.12,0
9305,Guilty Gear,PS,1998,Virgin Interactive,0.03,0.02
9306,Battlefield: Hardline,PC,2015,Electronic Arts,0,0.13
9307,Game Party: Champions,WiiU,2012,Warner Bros. Interactive Entertainment,0.09,0.03
9308,Divinity II: The Dragon Knight Saga,X360,2010,Focus Home Interactive,0.11,0.02
9309,World Championship Poker 2: Featuring Howard Lederer,PSP,2005,505 Games,0.12,0
9310,Mary-Kate and Ashley: Crush Course,PS,2001,Acclaim Entertainment,0.08,0.05
9311,NHL Breakaway 98,PS,1996,Acclaim Entertainment,0.08,0.05
9312,Disney's Cinderella: Magical Dreams,GBA,N/A,Disney Interactive Studios,0.1,0.04
9313,Top Shot Arcade,Wii,2011,Activision,0.13,0
9314,Imagine: Fashion Stylist,DS,2010,Ubisoft,0.13,0
9315,Pro Evolution Soccer 2015,XOne,2014,Konami Digital Entertainment,0.02,0.1
9316,Red Orchestra 2: Heroes of Stalingrad,PC,2011,Tripwire Interactive,0.04,0.07
9317,Tiger Woods PGA Tour 2005,GC,2004,Electronic Arts,0.1,0.03
9318,Deepak Chopra's Leela,Wii,2011,THQ,0.11,0.01
9319,Tom Clancy's Ghost Recon,Wii,2010,Ubisoft,0.11,0.01
9320,007: Quantum of Solace,DS,2008,Activision,0.11,0.01
9321,Salt Lake 2002,PS2,2002,Eidos Interactive,0.07,0.05
9322,ESPN MLB Baseball,XB,2004,Sega,0.1,0.03
9323,NCIS,Wii,2011,Ubisoft,0.08,0.04
9324,Little League World Series Baseball 2009,DS,2009,Activision,0.13,0
9325,Gladius,XB,2003,Activision,0.1,0.03
9326,Legends of Wrestling,XB,2002,Acclaim Entertainment,0.1,0.03
9327,Queen's Gate: Spiral Chaos,PSP,2011,Namco Bandai Games,0,0
9328,Nayuta no Kiseki,PSP,2012,Nihon Falcom Corporation,0,0
9329,Back At The Barnyard: Slop Bucket Games,DS,2008,THQ,0.12,0
9330,Quick Yoga Training,DS,2008,Ubisoft,0.13,0
9331,Fashion Studio: Paris Collection,DS,2009,Ubisoft,0.13,0
9332,Legendary,PS3,2008,Atari,0.08,0.03
9333,Spy Hunter 2,XB,2003,Midway Games,0.1,0.03
9334,Peppa Pig: Fun and Games,Wii,2010,Ubisoft,0,0.12
9335,Backyard Soccer,PS,2001,Infogrames,0.07,0.05
9336,Final Fantasy XI: Rise of the Zilart,PS2,2003,Square Enix,0,0
9337,James Bond 007: Nightfire,GBA,2003,Electronic Arts,0.1,0.04
9338,Nobunaga no Yabou: Tendou,PS3,2010,Tecmo Koei,0,0
9339,Medalot 7,3DS,2012,Rocket Company,0,0
9340,Bio FREAKS,PS,1998,GT Interactive,0.07,0.05
9341,Castlevania Chronicles,PS,2001,Konami Digital Entertainment,0.07,0.05
9342,Suzumiya Haruhi no Tomadoi,PS2,2008,Banpresto,0,0
9343,MLB Power Pros 2008,Wii,2008,Konami Digital Entertainment,0.12,0
9344,NHL 2K8,X360,2007,Take-Two Interactive,0.11,0.01
9345,Dokapon Kingdom,Wii,2008,Sting,0.12,0
9346,Bratz,GBA,2002,Ubisoft,0.1,0.04
9347,Go Play: Circus Star,Wii,2009,Majesco Entertainment,0.12,0
9348,King Arthur,PS2,2004,Konami Digital Entertainment,0.07,0.05
9349,Winter Stars,Wii,2011,Deep Silver,0.06,0.07
9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,D3Publisher,0,0
9351,The Guy Game,PS2,2004,Gathering of Developers,0.07,0.05
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006,Banpresto,0,0
9353,Blade II,XB,2002,Activision,0.1,0.03
9354,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Konami Digital Entertainment,0,0
9355,Baseball Advance,GBA,2002,Sega,0.1,0.04
9356,Shonen Jump's One Piece: Grand Battle,PS2,2005,Atari,0.07,0.05
9357,Retro Atari Classics,DS,2005,Atari,0.12,0
9358,NHL 2K9,PS3,2008,Take-Two Interactive,0.11,0.01
9359,Pro Yaky? Spirits 6,PS2,2009,Konami Digital Entertainment,0,0
9360,Freddi Fish: ABC under the sea,DS,2008,Atari,0.13,0
9361,Puzzle Kingdoms,DS,2009,Zoo Digital Publishing,0.12,0
9362,Shovel Knight,3DS,2015,Yacht Club Games,0.07,0.04
9363,Hyperdimension Idol Neptunia PP,PSV,2013,Namco Bandai Games,0.04,0.03
9364,Paperboy / Rampage,GBA,2005,Zoo Digital Publishing,0.1,0.04
9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,Spike,0,0
9366,Ben 10 Galactic Racing,3DS,2011,D3Publisher,0.07,0.06
9367,Sentou Kokka Air Land Battle,PS,1995,Sony Computer Entertainment,0,0
9368,NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005,Bethesda Softworks,0.07,0.05
9369,Tak 2: The Staff of Dreams,XB,2004,THQ,0.1,0.03
9370,Hulk Hogan's Main Event,X360,2011,505 Games,0.1,0.02
9371,Transformers: Devastation,XOne,2015,Activision,0.09,0.03
9372,Euro Truck Simulator 2,PC,2012,SCS Software,0,0.12
9373,DmC: Devil May Cry,XOne,2015,Capcom,0.08,0.04
9374,WipeOut 3 The Game,WiiU,2012,Activision,0.12,0
9375,Ys: The Ark of Napishtim,PS2,2005,Konami Digital Entertainment,0.07,0.05
9376,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Ubisoft,0.12,0
9377,Brain Assist,DS,2007,Sega,0.12,0
9378,Azure Dreams,PS,1997,Konami Digital Entertainment,0.07,0.05
9379,Rumble Roses XX,X360,2006,Konami Digital Entertainment,0.07,0.01
9380,Space Camp,Wii,2009,Activision,0.12,0
9381,SingStar Latino,PS2,2007,Sony Computer Entertainment,0.07,0.05
9382,Bakugan: Battle Trainer,DS,2010,Activision,0.12,0
9383,Phantom Brave: We Meet Again,Wii,2009,Nippon Ichi Software,0.12,0
9384,Monster Rancher DS,DS,2008,Tecmo Koei,0.08,0
9385,Kurt Warner's Arena Football Unleashed,PS,2000,Midway Games,0.07,0.05
9386,Suite PreCure: Melody Collection,DS,2011,Namco Bandai Games,0,0
9387,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Atlus,0.07,0.05
9388,NHL 2K9,PS2,2008,Take-Two Interactive,0.07,0.05
9389,Venetica,X360,2010,DTP Entertainment,0.09,0.03
9390,Disney's Kim Possible: Kimmunicator,DS,2005,Disney Interactive Studios,0.11,0.01
9391,James Bond 007: Legends,WiiU,2012,Activision,0.07,0.05
9392,Rogue Ops,XB,2003,Kemco,0.1,0.03
9393,NBA Hoopz,PS,2001,Midway Games,0.07,0.05
9394,Transworld Surf,XB,N/A,Atari,0.1,0.03
9395,Rugby 15,PS3,2015,Bigben Interactive,0.02,0.09
9396,MLB 11: The Show,PS2,2011,Sony Computer Entertainment,0.06,0.05
9397,Castrol Honda Superbike Racing,PS,1998,THQ,0.07,0.05
9398,History Civil War: Secret Missions,X360,2008,Activision,0.12,0
9399,Army Men: Green Rogue,PS2,2001,3DO,0.06,0.05
9400,My Spanish Coach,PSP,2008,Ubisoft,0.12,0
9401,Chessmaster,XB,2004,Ubisoft,0.1,0.03
9402,Over the Hedge: Hammy Goes Nuts!,DS,2006,Activision,0.12,0
9403,Fatal Inertia,X360,2007,Tecmo Koei,0.12,0
9404,Superman: The Man of Steel,XB,2002,Atari,0.1,0.03
9405,Ken to Mahou to Gakuen Mono. 3,PSP,2010,Acquire,0,0
9406,Greg Hastings Paintball 2,Wii,2010,505 Games,0.12,0
9407,The Flintstones: Bedrock Bowling,PS,2000,Ubisoft,0.07,0.05
9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Activision,0.08,0.04
9409,NHL 2003,GC,2002,Electronic Arts,0.1,0.03
9410,Chicken Run,PS,2000,Eidos Interactive,0.07,0.05
9411,Scene It? Bright Lights! Big Screen!,PS3,2009,Warner Bros. Interactive Entertainment,0.1,0.01
9412,My Baby: First Steps,Wii,2009,SouthPeak Games,0.12,0
9413,Pro Baseball Spirits 2015,PSV,2015,Konami Digital Entertainment,0,0
9414,Shining Force III,SAT,1997,Sega,0,0
9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Konami Digital Entertainment,0,0
9416,Tales of the Heroes: Twin Brave,PSP,2012,Namco Bandai Games,0,0
9417,WWE Survivor Series,GBA,2004,THQ,0.09,0.04
9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006,Sega,0,0
9419,Super Robot Wars BX,3DS,2015,Namco Bandai Games,0,0
9420,Persona 4: Arena,X360,2012,Atlus,0.08,0.02
9421,Tomb Raider: Legend,XB,2006,Eidos Interactive,0.1,0.03
9422,Nagano Winter Olympics '98,PS,1997,Konami Digital Entertainment,0.07,0.05
9423,Destroy All Humans! Path of the Furon,X360,2008,THQ,0.08,0.04
9424,Winning Post 5,PS2,2001,Tecmo Koei,0,0
9425,Star Wars: Lethal Alliance,PSP,2006,Ubisoft,0.11,0.01
9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,Foreign Media Games,0.08,0.04
9427,All Star Cheer Squad 2,Wii,2009,THQ,0.12,0
9428,Frogger Beyond,GC,2002,Konami Digital Entertainment,0.1,0.03
9429,RPG Maker II,PS2,2002,Enterbrain,0.06,0.05
9430,Resident Evil: Revelations 2,PSV,2015,Capcom,0.01,0.05
9431,SpongeBob's Surf & Skate Roadtrip,DS,2011,THQ,0.11,0.02
9432,Destruction Derby Arenas,PS2,2004,Sony Computer Entertainment,0.06,0.05
9433,Cabela's Dangerous Hunts 2009,X360,2008,Activision,0.12,0
9434,The Unholy War,PS,1998,Eidos Interactive,0.07,0.05
9435,Chuck E. Cheese's Game Room,DS,2010,UFO Interactive,0.12,0
9436,Wantame Music Channel: Doko Demo Style,DS,2007,Capcom,0,0
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Ubisoft,0.09,0.03
9438,Shaman King: Power of Spirit,PS2,2004,Konami Digital Entertainment,0.06,0.05
9439,Eat Lead: The Return of Matt Hazard,PS3,2009,D3Publisher,0.09,0.02
9440,Attack on Titan (KOEI),PSV,2016,Tecmo Koei,0,0
9441,Soccer Tsuku DS: World Challenge 2010,DS,2010,Sega,0,0
9442,Family Fortunes,Wii,2009,Mindscape,0,0.12
9443,Megamind: The Blue Defender,PSP,2010,THQ,0.08,0.03
9444,Contra III: The Alien Wars,SNES,1992,Konami Digital Entertainment,0,0
9445,Dead to Rights: Reckoning,PSP,2005,Electronic Arts,0.12,0
9446,The BIGS 2,PS3,2009,Take-Two Interactive,0.12,0
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Square Enix,0,0
9448,Amagami,PS2,2009,Enterbrain,0,0
9449,Diablo II,PC,2000,Havas Interactive,0.01,0.09
9450,How to Train Your Dragon 2,PS3,2014,Little Orbit,0.03,0.08
9451,NBA 08,PS3,2007,Sony Computer Entertainment,0.12,0
9452,The Smurfs 2,X360,2013,Ubisoft,0.03,0.09
9453,NeverDead,PS3,2012,Konami Digital Entertainment,0.06,0.04
9454,No Fear Downhill Mountain Biking,PS,1998,Codemasters,0.07,0.05
9455,Fire ProWrestling,GBA,2001,Spike,0.09,0.03
9456,Eternal Poison (JP sales),PS2,2008,Banpresto,0,0
9457,Mission: Impossible - Operation Surma,XB,2003,Atari,0.1,0.03
9458,Naruto Shippuden: Kizuna Drive,PSP,2010,Namco Bandai Games,0.04,0.02
9459,The IdolM@ster: One for All,PS3,2014,Namco Bandai Games,0,0
9460,MX 2002 Featuring Ricky Carmichael,XB,2001,THQ,0.1,0.03
9461,Indianapolis 500 Legends,Wii,2007,Destineer,0.12,0
9462,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Tecmo Koei,0.05,0.03
9463,Illusion of Gaia,SNES,1993,Nintendo,0,0
9464,Steel Battalion: Heavy Armor,X360,2012,Capcom,0.08,0.03
9465,Academy of Champions: Soccer,Wii,2009,Ubisoft,0.1,0.02
9466,Mega Man Anniversary Collection,XB,2005,Capcom,0.1,0.03
9467,Disney Princess: Enchanting Storybooks,DS,2011,THQ,0.08,0.04
9468,Sally's Salon,DS,2008,Capcom,0.12,0
9469,The Oregon Trail,3DS,2011,Crave Entertainment,0.12,0
9470,Disruptor,PS,1995,Interplay,0.07,0.05
9471,NBA Ballers: Chosen One,PS3,2008,Midway Games,0.12,0
9472,Lovely Lisa and Friends,DS,2010,Tomy Corporation,0.12,0
9473,Hasbro Family Fun Pack,XOne,2015,Ubisoft,0.1,0.02
9474,Shrek Smash n' Crash Racing,GC,2006,Activision,0.1,0.03
9475,Under Night In-Birth,PS3,2014,Nippon Ichi Software,0.06,0.02
9476,Drakengard 2,PS2,2005,Ubisoft,0.06,0.05
9477,Street Fighter IV,PC,N/A,Capcom,0.07,0.04
9478,Grand Knights History,PSP,2011,Marvelous Interactive,0,0
9479,Harvest Moon DS (jp sales),DS,2005,Rising Star Games,0,0
9480,Summon Night: Twin Age,DS,2007,Banpresto,0.07,0
9481,Sin and Punishment,N64,2000,Nintendo,0,0
9482,NBA Jam 2000,N64,1999,Acclaim Entertainment,0.12,0.01
9483,Castlevania: Legacy of Darkness,N64,1999,Konami Digital Entertainment,0.06,0.02
9484,Just Dance: Disney Party,Wii,2012,Ubisoft,0.01,0.1
9485,Cabela's Alaskan Adventure,X360,2006,Activision,0.12,0
9486,Rango: The Video Game,X360,2011,Electronic Arts,0.06,0.06
9487,Shrek Super Party,XB,2002,TDK Mediactive,0.1,0.03
9488,Sonic Riders,XB,2006,Sega,0.1,0.03
9489,Shimano Xtreme Fishing,Wii,2009,Mastiff,0.12,0
9490,The History Channel: Great Battles - Medieval,X360,2010,Slitherine Software,0.08,0.04
9491,TRON: Evolution,PSP,2010,Disney Interactive Studios,0.09,0.02
9492,Rally Fusion: Race of Champions,PS2,2002,Activision,0.06,0.05
9493,Barbie and the Three Musketeers,DS,2009,Activision,0.12,0
9494,Secret Agent Clank,PSP,2008,Sony Computer Entertainment,0.04,0.03
9495,The House of the Dead,SAT,1997,Sega,0,0
9496,DreamWorks Super Star Kartz,DS,2011,Activision,0.09,0.03
9497,RealSports Volleyball,2600,1981,Atari,0.12,0.01
9498,Heroes of the Pacific,XB,2005,Codemasters,0.1,0.03
9499,Smart Boy's Gameroom,DS,2007,505 Games,0.12,0
9500,NightCaster,XB,2002,Microsoft Game Studios,0.1,0.03
9501,RollerCoaster Tycoon,XB,2003,Atari,0.1,0.03
9502,FIFA World Cup Germany 2006,GC,2006,Electronic Arts,0.1,0.03
9503,Hitman 2: Silent Assassin,GC,2003,Eidos Interactive,0.1,0.03
9504,MLB 13: The Show,PSV,2013,Sony Computer Entertainment,0.11,0
9505,Nicktoons: MLB,X360,2011,Take-Two Interactive,0.12,0
9506,Digimon Racing,GBA,2004,Namco Bandai Games,0.09,0.03
9507,Ape Escape 3,PS2,2005,Sony Computer Entertainment,0.06,0.05
9508,Green Lantern: Rise of the Manhunters,X360,2011,Warner Bros. Interactive Entertainment,0.07,0.05
9509,"Crouching Tiger, Hidden Dragon",PS2,2003,Ubisoft,0.06,0.05
9510,Last Bronx,SAT,1996,Sega,0,0
9511,Iridion II,GBA,2003,Vivendi Games,0.09,0.03
9512,Momotaro Douchuuki,SAT,1997,Hudson Soft,0,0
9513,Brothers: A Tale of Two Sons,PS4,2015,505 Games,0.03,0.08
9514,Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Ubisoft,0.1,0.01
9515,Whiplash,PS2,2003,Eidos Interactive,0.06,0.05
9516,BlazBlue: Continuum Shift II,PSP,2011,PQube,0.03,0.02
9517,Backyard Sports Football: Rookie Rush,Wii,2010,Atari,0.12,0
9518,Warcraft III: Reign of Chaos,PC,2002,Vivendi Games,0.03,0.08
9519,Farming Simulator 2011,PC,2010,N/A,0,0.13
9520,Margot's Word Brain,Wii,2008,Zoo Digital Publishing,0.12,0
9521,Spider-Man: Battle for New York,DS,2006,Activision,0.12,0
9522,Imagine: Fashion Designer,3DS,2011,Ubisoft,0.1,0.02
9523,Pop'n Music Portable,PSP,2010,Konami Digital Entertainment,0,0
9524,Nintendo Puzzle Collection,GC,N/A,Unknown,0,0
9525,Borderlands: Double Game Add-On Pack,X360,2010,Take-Two Interactive,0.1,0.02
9526,Otogi: Myth of Demons,XB,2002,Sega,0.08,0.02
9527,The Price is Right 2010 Edition,DS,2009,Ubisoft,0.12,0
9528,Army Men: Soldiers of Misfortune,Wii,2008,Zoo Games,0.12,0
9529,Alter Echo,PS2,2003,THQ,0.06,0.05
9530,Walt Disney Pictures Presents: The Wild,GBA,2006,Disney Interactive Studios,0.09,0.03
9531,Puzzle de Harvest Moon,DS,2007,Natsume,0.12,0
9532,Reader Rabbit Kindergarten,Wii,2010,Graffiti,0.12,0
9533,Onechanbara: Bikini Samurai Squad,X360,2006,D3Publisher,0.11,0.01
9534,Metal Max 3,DS,2010,Enterbrain,0,0
9535,Rock Band Track Pack Volume 1,PS2,2008,MTV Games,0.06,0.05
9536,Puyo Puyo!! 20th Anniversary,3DS,2011,Sega,0,0
9537,Hour of Victory,X360,2007,Midway Games,0.1,0.01
9538,Namco Soccer Prime Goal,PS,1995,Sony Computer Entertainment,0,0
9539,NBA 08,PS2,2007,Sony Computer Entertainment,0.06,0.05
9540,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016,Square Enix,0,0
9541,Monster Hunter Frontier Online,X360,2010,Capcom,0,0
9542,Green Lantern: Rise of the Manhunters,3DS,2011,Warner Bros. Interactive Entertainment,0.09,0.03
9543,Shin Megami Tensei: Digital Devil Saga,PS2,2004,Ghostlight,0.06,0.05
9544,7 Wonders of the Ancient World,DS,2007,Funsta,0.1,0.01
9545,Backyard Baseball '09,DS,2008,Atari,0.12,0
9546,Puppies 3D,3DS,2011,Ubisoft,0.08,0.04
9547,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Sega,0,0
9548,Mystic Ark,SNES,1995,Enix Corporation,0,0
9549,Just Cause 2,PC,2010,Square Enix,0,0.1
9550,Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Electronic Arts,0.09,0.03
9551,Venetica,PS3,2010,DTP Entertainment,0.07,0.04
9552,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Konami Digital Entertainment,0.1,0.03
9553,LEGO Racers 2,PS2,2001,Electronic Arts,0.06,0.05
9554,Backyard Baseball,GC,2003,Infogrames,0.1,0.03
9555,Transformers: War for Cybertron -- Decepticons,DS,2010,Activision,0.11,0.01
9556,Overlord: Raising Hell,PS3,2008,Codemasters,0.07,0.04
9557,Sega GT,DC,2000,Sega,0,0
9558,Fuse (Insomniac),X360,2013,Electronic Arts,0.08,0.04
9559,Cabela's Dangerous Hunts 2009,PS3,2008,Activision Value,0.12,0
9560,Legends of Wrestling,GC,2002,Acclaim Entertainment,0.1,0.03
9561,Space Bust-A-Move,DS,2008,Square Enix,0.1,0.02
9562,Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Warner Bros. Interactive Entertainment,0.11,0.01
9563,Gunstar Heroes,GEN,1992,Sega,0,0
9564,All-Star Baseball 2004,XB,2003,Acclaim Entertainment,0.1,0.03
9565,Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Namco Bandai Games,0,0
9566,Shining Wind,PS2,2007,Sega,0,0
9567,Brothers in Arms: Double Time,Wii,2008,Ubisoft,0.11,0
9568,Portal Runner,PS2,2001,3DO,0.06,0.05
9569,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Nintendo,0.09,0.03
9570,Pro Evolution Soccer 2016,X360,2015,Konami Digital Entertainment,0.04,0.08
9571,Batman: Arkham Knight,PC,2015,Warner Bros. Interactive Entertainment,0.08,0.03
9572,Warriors Orochi 2,PS2,2008,Tecmo Koei,0.06,0.05
9573,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Ubisoft,0.06,0.05
9574,Need for Speed: ProStreet,DS,2007,Electronic Arts,0.11,0.01
9575,Assault: Retribution,PS,1998,Telstar,0.07,0.05
9576,Sengoku Basara 3 Utage,Wii,2011,Capcom,0,0
9577,Spartan: Total Warrior,XB,2005,Sega,0.1,0.03
9578,Gravity Rush Remastered,PS4,2015,Sony Computer Entertainment,0.02,0.05
9579,Rock Band Track Pack Volume 2,PS3,2008,MTV Games,0.11,0
9580,City Crisis,PS2,2001,Take-Two Interactive,0.06,0.05
9581,Zapper: One Wicked Cricket!,GC,2002,Infogrames,0.1,0.03
